acao,categoria_economica,cpf_cnpj,data_empenho,elemento_despesa,especie_empenho,funcao,grupo_despesa,historico_empenho,licitacao_modalidade,licitacao_sequencial_modalidade,modalidade_aplicacao,nome_razao_social,num_empenho,programa,subelemento_despesa,subfuncao,tipo,tipo_empenho,unidade_jurisdicionada,unidade_orcamentaria
MANUTENÇÃO DO SAMU,Despesas Correntes,00099999999999,05/07/2021,Contratação por Tempo Determinado,Original,Saúde,Pessoal e Encargos Sociais,VALOR QUE SE EMPENHA REFERENTE A FOLHA DE PAGAMENTO DOS SERVIDORES CONTRATADOS DA UNIDADE SAMU. EXERCÍCIO 2021.,Sem licitação,0000/2021,APLICAÇÕES DIRETAS,FOLHA DE PAGAMENTO,00099999999999,ASSISTÊNCIA MÉDICA E SANITÁRIA,SEM SUBELEMENTO,Assistência Hospitalar Ambulatorial,Folha de Pagamento,2 - Estimativo,Prefeitura Municipal de Santa Cruz do Capibaribe,FUNDO MUNICIPAL DE SAÚDE
PROGRAMA VIGILÂNCIA EM SAÚDE,Despesas Correntes,00099999999999,04/01/2021,Vencimentos e Vantagens Fixas – Pessoal Civil,Original,Saúde,Pessoal e Encargos Sociais,VALOR QUE SE EMPENHA REFERENTE A FOLHA DE PAGAMENTO DA VIGILANCIA EPIDEMIOLOGICA RELATIVO AO EXERCICIO 2021.,Sem licitação,0000/2021,APLICAÇÕES DIRETAS,FOLHA DE PAGAMENTO,00099999999999,ASSISTÊNCIA MÉDICA E SANITÁRIA,SEM SUBELEMENTO,Vigilância Sanitária,Folha de Pagamento,2 - Estimativo,Prefeitura Municipal de Santa Cruz do Capibaribe,FUNDO MUNICIPAL DE SAÚDE
MANUTENÇÃO DA POLICLINICA/AMES,Despesas Correntes,15535204000102,04/01/2021,Outros Serviços de Terceiros – Pessoa Jurídica,Original,Saúde,Outras Despesas Correntes,"VALOR QUE SE EMPENHA REFERENTE A PRESTAÇÃO DE SERVIÇOS NA RECARCA DE TONERS E CARTUCHOS, PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE SAUDE, UNIDADES DE SAUDE E DEMAIS DEPARTAMENTOS, DESTE MUNICIPIO DE SANTA CRUZ DO CAPIBARIBE CONFORME PROCESSO LICITATORIO Nº 069/2020 PREGÃO ELETRONICO Nº 039/2020 CONTRATO PRAZO 28 DE SETEMBRO DE 2021 (AME)",Sem licitação,0000/2021,APLICAÇÕES DIRETAS,MAXI MIZE INFORMATICA LTDA,15535204000102,ASSISTÊNCIA MÉDICA E SANITÁRIA,"OUTROS SERVIÇOS DE TERCEIROS, PESSOA JURÍDICA",Assistência Hospitalar Ambulatorial,Pessoa Jurídica,2 - Estimativo,Prefeitura Municipal de Santa Cruz do Capibaribe,FUNDO MUNICIPAL DE SAÚDE
PROGRAMA SAÚDE DA FAMÍLIA,Despesas Correntes,27325768000191,26/05/2021,Material de Consumo,Original,Saúde,Outras Despesas Correntes,VALOR QUE SE EMPENHA REFERENTE AO FORNECIMENTO DE MEDICAMENTOS PARA ATENDER AS NECESSIDADES EMERGENCIAL DAS UNIDADES DE SAUDE DO FUNDO MUNICIPAL DE SAUDE DE SANTA CRUZ DO CAPIBARIBE CONFORME CONTRATO Nº 024/2021 PROCESSO LICITATORIO Nº 032/2021 DISPENSA Nº 19/2021. -ATENÇÃO BASICA (PSF),Sem licitação,0000/2021,APLICAÇÕES DIRETAS,PREMIUM HOSPITALAR EIRELI,27325768000191,ASSISTÊNCIA MÉDICA E SANITÁRIA,OUTROS MATERIAIS DE CONSUMO,Atenção Básica,Pessoa Jurídica,3 - Global,Prefeitura Municipal de Santa Cruz do Capibaribe,FUNDO MUNICIPAL DE SAÚDE
MANUTENÇÃO DO NASF,Despesas Correntes,00099999999999,04/01/2021,Vencimentos e Vantagens Fixas – Pessoal Civil,Original,Saúde,Pessoal e Encargos Sociais,VALOR QUE SE EMPENHA REFERENTE A FOLHA DE PAGAMENTO DO NASF NUCLEO APOIO SAUDE FAM RELATIVO AO EXERCICIO 2021.,Sem licitação,0000/2021,APLICAÇÕES DIRETAS,FOLHA DE PAGAMENTO,00099999999999,ASSISTÊNCIA MÉDICA E SANITÁRIA,SEM SUBELEMENTO,Atenção Básica,Folha de Pagamento,2 - Estimativo,Prefeitura Municipal de Santa Cruz do Capibaribe,FUNDO MUNICIPAL DE SAÚDE
GESTÃO TÉCNICA DO FMS,Despesas Correntes,15535204000102,04/01/2021,Outros Serviços de Terceiros – Pessoa Jurídica,Original,Saúde,Outras Despesas Correntes,"VALOR QUE SE EMPENHA REFERENTE A PRESTAÇÃO DE SERVIÇOS NA RECARCA DE TONERS E CARTUCHOS, PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE SAUDE, UNIDADES DE SAUDE E DEMAIS DEPARTAMENTOS, DESTE MUNICIPIO DE SANTA CRUZ DO CAPIBARIBE CONFORME PROCESSO LICITATORIO Nº 069/2020 PREGÃO ELETRONICO Nº 039/2020 CONTRATO PRAZO 28 DE SETEMBRO DE 2021 (FMS)",Sem licitação,0000/2021,APLICAÇÕES DIRETAS,MAXI MIZE INFORMATICA LTDA,15535204000102,ADMINISTRAÇÃO GERAL,"OUTROS SERVIÇOS DE TERCEIROS, PESSOA JURÍDICA",Administração Geral,Pessoa Jurídica,2 - Estimativo,Prefeitura Municipal de Santa Cruz do Capibaribe,FUNDO MUNICIPAL DE SAÚDE
PROGRAMA SAÚDE DA FAMÍLIA,Despesas Correntes,00099999999999,26/05/2021,Vencimentos e Vantagens Fixas – Pessoal Civil,Original,Saúde,Pessoal e Encargos Sociais,VALOR QUE SE EMPENHA REFERENTE A FOLHA DE PAGAMENTO DO PSF PROG SAUDE DA FAMILIA RELATIVO AO EXERCICIO 2021.,Sem licitação,0000/2021,APLICAÇÕES DIRETAS,FOLHA DE PAGAMENTO,00099999999999,ASSISTÊNCIA MÉDICA E SANITÁRIA,SEM SUBELEMENTO,Atenção Básica,Folha de Pagamento,2 - Estimativo,Prefeitura Municipal de Santa Cruz do Capibaribe,FUNDO MUNICIPAL DE SAÚDE
PROGRAMA SAÚDE DA FAMÍLIA,Despesas Correntes,23706033000157,08/07/2021,Material de Consumo,Original,Saúde,Outras Despesas Correntes,"VALOR QUE SE EMPENHA REFERENTE A AQUISIÇÃO DE MEDICAMETOS, NO SISTEMA DE REGISTRO DE PREÇOS PARA ATENDER AS NECESSIDADES DAS UNIDADES DE SAUDE PERTENCENTES AO FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE SANTA CRUZ DO CAPIBARIBE PE, COFORME QUANTITATIVOS E ESPECIFICAÇÕES DO TERMO DE REFERERNCIA (TR), NO PRAZO DE 12 (DOZE) MESES CONFORME ATA DE REGISTRO DE PREÇOS N° 030/2021, PROCESSO LICITATORIO Nº 023/2021 PREGAO ELETRONICO PELO SRP Nº 007/2021. - ATENÇÃO BASICA (PSF)",Sem licitação,0000/2021,APLICAÇÕES DIRETAS,MEDICAL CENTER DISTRIBUIDORA DE MEDICAMENTOS LTDA,23706033000157,ASSISTÊNCIA MÉDICA E SANITÁRIA,OUTROS MATERIAIS DE CONSUMO,Atenção Básica,Pessoa Jurídica,2 - Estimativo,Prefeitura Municipal de Santa Cruz do Capibaribe,FUNDO MUNICIPAL DE SAÚDE
MANUTENÇÃO DA POLICLINICA/AMES,Despesas Correntes,00099999999999,04/01/2021,Contratação por Tempo Determinado,Original,Saúde,Pessoal e Encargos Sociais,VALOR QUE SE EMPENHA REFERENTE A FOLHA DE PAGAMENTO DA AMEI - ABULATORIO MEDICO ESPECIALIZADO RELATIVO AO EXERCICIO 2021.,Sem licitação,0000/2021,APLICAÇÕES DIRETAS,FOLHA DE PAGAMENTO,00099999999999,ASSISTÊNCIA MÉDICA E SANITÁRIA,SEM SUBELEMENTO,Assistência Hospitalar Ambulatorial,Folha de Pagamento,2 - Estimativo,Prefeitura Municipal de Santa Cruz do Capibaribe,FUNDO MUNICIPAL DE SAÚDE
MANUTENÇÃO DA UNIDADE DE PRONTO ATENDIMENTO-UPA,Despesas Correntes,00099999999999,04/01/2021,Contratação por Tempo Determinado,Original,Saúde,Pessoal e Encargos Sociais,"VALOR QUE SE EMPENHA REFERE-SE A FOLHA DE PAGAENTO UPA 24 H, ESTIMATIVO PARA 2021",Sem licitação,0000/2021,APLICAÇÕES DIRETAS,FOLHA DE PAGAMENTO,00099999999999,ASSISTÊNCIA MÉDICA E SANITÁRIA,SEM SUBELEMENTO,Assistência Hospitalar Ambulatorial,Folha de Pagamento,2 - Estimativo,Prefeitura Municipal de Santa Cruz do Capibaribe,FUNDO MUNICIPAL DE SAÚDE
