acao,categoria_economica,cpf_cnpj,data_empenho,elemento_despesa,especie_empenho,funcao,grupo_despesa,historico_empenho,id_empenho,licitacao_modalidade,licitacao_sequencial_modalidade,modalidade_aplicacao,nome_razao_social,num_empenho,programa,subelemento_despesa,subfuncao,tipo,tipo_empenho,unidade_jurisdicionada,unidade_orcamentaria
PROGRAMA BOLSA UNIVERSITARIA,Despesas Correntes,00011414875436,16/04/2018,Auxílio Financeiro a Estudantes,Original,Educação,Outras Despesas Correntes,VALOR QUE SE EMPENHA DESTINA SE A CUSTEAR DESPESAS COM AUXILIO UNIVERSITARIO COMO PREVISTO NA LEI 2164 2013 PELO PROGRAMA BOLSA UNIVERSITARIA DESTA PREFEITURA PERIODO MARAO A JUNHO 2018 DESTINO CAMPINA GRANDE,2018NE0001124,Dispensa por valor,0000/2018,APLICAÇÕES DIRETAS,SUELAYNE FERNANDA DA SILVA,0000001124,TRANSPORTE ESCOLAR,SEM SUBELEMENTO,Ensino Superior,Pessoa Física,3 - Global,Prefeitura Municipal de Santa Cruz do Capibaribe,SECRETARIA DE EDUCACAO
PROGRAMA BOLSA UNIVERSITARIA,Despesas Correntes,00094702187287,16/04/2018,Auxílio Financeiro a Estudantes,Original,Educação,Outras Despesas Correntes,VALOR QUE SE EMPENHA DESTINA SE A CUSTEAR DESPESAS COM AUXILIO UNIVERSITARIO COMO PREVISTO NA LEI 2164 2013 PELO PROGRAMA BOLSA UNIVERSITARIA DESTA PREFEITURA PERIODO MARAO A JUNHO 2018 DESTINO CARUARU,2018NE0001124,Dispensa por valor,0000/2018,APLICAÇÕES DIRETAS,ALDENIZA DA SILVA ARAUJO DE LIMA,0000000925,TRANSPORTE ESCOLAR,SEM SUBELEMENTO,Ensino Superior,Pessoa Física,3 - Global,Prefeitura Municipal de Santa Cruz do Capibaribe,SECRETARIA DE EDUCACAO
PROGRAMA BOLSA UNIVERSITARIA,Despesas Correntes,00010274396408,16/04/2018,Auxílio Financeiro a Estudantes,Original,Educação,Outras Despesas Correntes,VALOR QUE SE EMPENHA DESTINA SE A CUSTEAR DESPESAS COM AUXILIO UNIVERSITARIO COMO PREVISTO NA LEI 2164 2013 PELO PROGRAMA BOLSA UNIVERSITARIA DESTA PREFEITURA PERIODO MARAO A JUNHO 2018 DESTINO CARUARU,2018NE0001124,Dispensa por valor,0000/2018,APLICAÇÕES DIRETAS,CLECIANE ALINE BARROS ALVES,0000000941,TRANSPORTE ESCOLAR,SEM SUBELEMENTO,Ensino Superior,Pessoa Física,3 - Global,Prefeitura Municipal de Santa Cruz do Capibaribe,SECRETARIA DE EDUCACAO
PROGRAMA BOLSA UNIVERSITARIA,Despesas Correntes,00005902725437,16/04/2018,Auxílio Financeiro a Estudantes,Original,Educação,Outras Despesas Correntes,VALOR QUE SE EMPENHA DESTINA SE A CUSTEAR DESPESAS COM AUXILIO UNIVERSITARIO COMO PREVISTO NA LEI 2164 2013 PELO PROGRAMA BOLSA UNIVERSITARIA DESTA PREFEITURA PERIODO MARAO A JUNHO 2018 DESTINO CARUARU,2018NE0001124,Dispensa por valor,0000/2018,APLICAÇÕES DIRETAS,GILMAR AUGUSTO GOMES,0000000957,TRANSPORTE ESCOLAR,SEM SUBELEMENTO,Ensino Superior,Pessoa Física,3 - Global,Prefeitura Municipal de Santa Cruz do Capibaribe,SECRETARIA DE EDUCACAO
PROGRAMA BOLSA UNIVERSITARIA,Despesas Correntes,00070513301445,16/04/2018,Auxílio Financeiro a Estudantes,Original,Educação,Outras Despesas Correntes,VALOR QUE SE EMPENHA DESTINA SE A CUSTEAR DESPESAS COM AUXILIO UNIVERSITARIO COMO PREVISTO NA LEI 2164 2013 PELO PROGRAMA BOLSA UNIVERSITARIA DESTA PREFEITURA PERIODO MARAO A JUNHO 2018 DESTINO CARUARU,2018NE0001124,Dispensa por valor,0000/2018,APLICAÇÕES DIRETAS,JORGE EDUARDO GOMES DE ARRUDA,0000000973,TRANSPORTE ESCOLAR,SEM SUBELEMENTO,Ensino Superior,Pessoa Física,3 - Global,Prefeitura Municipal de Santa Cruz do Capibaribe,SECRETARIA DE EDUCACAO
PROGRAMA BOLSA UNIVERSITARIA,Despesas Correntes,00010422035475,16/04/2018,Auxílio Financeiro a Estudantes,Original,Educação,Outras Despesas Correntes,VALOR QUE SE EMPENHA DESTINA SE A CUSTEAR DESPESAS COM AUXILIO UNIVERSITARIO COMO PREVISTO NA LEI 2164 2013 PELO PROGRAMA BOLSA UNIVERSITARIA DESTA PREFEITURA PERIODO MARAO A JUNHO 2018 DESTINO CARUARU,2018NE0001124,Dispensa por valor,0000/2018,APLICAÇÕES DIRETAS,LUZIA ALVES DA SILVA,0000000989,TRANSPORTE ESCOLAR,SEM SUBELEMENTO,Ensino Superior,Pessoa Física,3 - Global,Prefeitura Municipal de Santa Cruz do Capibaribe,SECRETARIA DE EDUCACAO
PROGRAMA BOLSA UNIVERSITARIA,Despesas Correntes,00001390975460,16/04/2018,Auxílio Financeiro a Estudantes,Original,Educação,Outras Despesas Correntes,VALOR QUE SE EMPENHA DESTINA SE A CUSTEAR DESPESAS COM AUXILIO UNIVERSITARIO COMO PREVISTO NA LEI 2164 2013 PELO PROGRAMA BOLSA UNIVERSITARIA DESTA PREFEITURA PERIODO MARAO A JUNHO 2018 DESTINO CARUARU,2018NE0001124,Dispensa por valor,0000/2018,APLICAÇÕES DIRETAS,RAYSSA ARRUDA MELO SILVA,0000001005,TRANSPORTE ESCOLAR,SEM SUBELEMENTO,Ensino Superior,Pessoa Física,3 - Global,Prefeitura Municipal de Santa Cruz do Capibaribe,SECRETARIA DE EDUCACAO
PROGRAMA BOLSA UNIVERSITARIA,Despesas Correntes,00011147074496,16/04/2018,Auxílio Financeiro a Estudantes,Original,Educação,Outras Despesas Correntes,VALOR QUE SE EMPENHA DESTINA SE A CUSTEAR DESPESAS COM AUXILIO UNIVERSITARIO COMO PREVISTO NA LEI 2164 2013 PELO PROGRAMA BOLSA UNIVERSITARIA DESTA PREFEITURA PERIODO MARAO A JUNHO 2018 DESTINO CARUARU,2018NE0001124,Dispensa por valor,0000/2018,APLICAÇÕES DIRETAS,YURI PATRICIA GOMES,0000001021,TRANSPORTE ESCOLAR,SEM SUBELEMENTO,Ensino Superior,Pessoa Física,3 - Global,Prefeitura Municipal de Santa Cruz do Capibaribe,SECRETARIA DE EDUCACAO
PROGRAMA BOLSA UNIVERSITARIA,Despesas Correntes,00094869197200,16/04/2018,Auxílio Financeiro a Estudantes,Original,Educação,Outras Despesas Correntes,VALOR QUE SE EMPENHA DESTINA SE A CUSTEAR DESPESAS COM AUXILIO UNIVERSITARIO COMO PREVISTO NA LEI 2164 2013 PELO PROGRAMA BOLSA UNIVERSITARIA DESTA PREFEITURA PERIODO MARAO A JUNHO 2018 DESTINO CAMPINA GRANDE,2018NE0001124,Dispensa por valor,0000/2018,APLICAÇÕES DIRETAS,CRISTIANE DE ALMEIDA LOUREIRO,0000001037,TRANSPORTE ESCOLAR,SEM SUBELEMENTO,Ensino Superior,Pessoa Física,3 - Global,Prefeitura Municipal de Santa Cruz do Capibaribe,SECRETARIA DE EDUCACAO
PROGRAMA BOLSA UNIVERSITARIA,Despesas Correntes,00008366857417,16/04/2018,Auxílio Financeiro a Estudantes,Original,Educação,Outras Despesas Correntes,VALOR QUE SE EMPENHA DESTINA SE A CUSTEAR DESPESAS COM AUXILIO UNIVERSITARIO COMO PREVISTO NA LEI 2164 2013 PELO PROGRAMA BOLSA UNIVERSITARIA DESTA PREFEITURA PERIODO MARAO A JUNHO 2018 DESTINO CAMPINA GRANDE,2018NE0001124,Dispensa por valor,0000/2018,APLICAÇÕES DIRETAS,GABRIELA LEANDRA DE LIMA,0000001053,TRANSPORTE ESCOLAR,SEM SUBELEMENTO,Ensino Superior,Pessoa Física,3 - Global,Prefeitura Municipal de Santa Cruz do Capibaribe,SECRETARIA DE EDUCACAO
