acao,categoria_economica,cpf_cnpj,data_empenho,elemento_despesa,especie_empenho,funcao,grupo_despesa,historico_empenho,id_empenho,licitacao_modalidade,licitacao_sequencial_modalidade,modalidade_aplicacao,nome_razao_social,num_empenho,programa,subelemento_despesa,subfuncao,tipo,tipo_empenho,unidade_jurisdicionada,unidade_orcamentaria
GESTAO TECNICA E ADMINISTRATIVA DA SECRETARIA,Despesas Correntes,12775154000134,03/02/2020,Outros Serviços de Terceiros – Pessoa Jurídica,Original,Urbanismo,Outras Despesas Correntes,VALOR QUE SE EMPENHA DESTINA SE A CUSTEAR DESPESAS COM PRESTAAAO DE SERVIAOS DE DEMOLIAAO DE ESTRUTURA ROCHOSA PARA ABERTURA DE VALA PARA IMPLANTAAAO DE REDE DE ESGOTO NO BAIRRO PALESTINA CONFORME SOLICITAAAO EM ANEXO,2020NE0000244,Dispensa por valor,0000/2020,APLICAÇÕES DIRETAS,JANE K S SILVA,0000000244,PLANEJAMENTO URBANO,SEM SUBELEMENTO,Infra-Estrutura Urbana,Pessoa Jurídica,1 - Ordinário,Prefeitura Municipal de Santa Cruz do Capibaribe,SECRETARIA DE DESENVOLVIMENTO URBANO
PROGRAMA TRATAMENTO FORA DE DOMICILIOTFD,Despesas Correntes,11196515000125,20/01/2020,Contratação por Tempo Determinado,Original,Saúde,Pessoal e Encargos Sociais,VALOR QUE SE EMPENHA REFERENTE DESPESA ESTIMADA COM FOLHA DE PAGAMENTO DOS SERVIDORES CONTRATADOS PROCESSO SELETIVO DA VIGILANCIA EPIDEMIOLOGICA AG CONTROLE DE EDEMIAS DESTE MUNICIPIO DE SANTA CRUZ DO CAPIBARIBE PE CORRESPONDENTE AO EXERCICIO DE 2020,2020NE0000244,Dispensa por valor,0000/2020,APLICAÇÕES DIRETAS,FMSSCC PROG COMBATE COVID 19 - EFETIVOS,0000000260,ASSISTENCIA MEDICA E SANITARIA,SEM SUBELEMENTO,Vigilância Sanitária,Pessoa Jurídica,2 - Estimativo,Fundo Municipal de Saúde de Santa Cruz do Capibaribe,FUNDO MUNICIPAL DE SAUDE
MANUTENCAO DOS SERVICOS DA TESOURARIA,Despesas Correntes,00360305000104,14/01/2020,Outros Serviços de Terceiros – Pessoa Jurídica,Original,Administração,Outras Despesas Correntes,VALOR QUE SE EMPENHA DESTINA SE A CUSTEAR DESPESAS COM TARIFAS BANCARIAS DE CONTAS VINCULADAS A CAIXA ECONAMICA FEDERAL NO EXERCACIO DE 2020,2020NE0000244,Dispensa por valor,0000/2020,APLICAÇÕES DIRETAS,CAIXA ECONOMICA FEDERAL,0000000103,ADMINISTRACAO GERAL,SEM SUBELEMENTO,Administração Financeira,Pessoa Jurídica,2 - Estimativo,Prefeitura Municipal de Santa Cruz do Capibaribe,SECRETARIA DE RECEITA MUNICIPAL
MANUTENCAO DA UNIDADE DE PRONTO ATENDIMENTOUPA,Despesas Correntes,11196515000125,20/01/2020,Contratação por Tempo Determinado,Original,Saúde,Pessoal e Encargos Sociais,VALOR QUE SE EMPENHA REFERENTE DESPESA ESTIMADA COM FOLHA DE PAGAMENTO DOS SERVIDORES CONTRATADOS DO CAPS DESTE MUNICIPIO DE SANTA CRUZ DO CAPIBARIBE PE CORRESPONDENTE AO EXERCICIO DE 2020,2020NE0000244,Dispensa por valor,0000/2020,APLICAÇÕES DIRETAS,FMSSCC PROG COMBATE COVID 19 - EFETIVOS,0000000241,ASSISTENCIA MEDICA E SANITARIA,SEM SUBELEMENTO,Assistência Hospitalar Ambulatorial,Pessoa Jurídica,2 - Estimativo,Fundo Municipal de Saúde de Santa Cruz do Capibaribe,FUNDO MUNICIPAL DE SAUDE
MANUTENCAO DA POLICLINICAAMES,Despesas Correntes,11196515000125,20/01/2020,Contratação por Tempo Determinado,Original,Saúde,Pessoal e Encargos Sociais,VALOR QUE SE EMPENHA REFERENTE DESPESA ESTIMADA COM FOLHA DE PAGAMENTO DOS SERVIDORES CONTRATADOS DO CENTRO DE FISIOTERAPIA DESTE MUNICIPIO DE SANTA CRUZ DO CAPIBARIBE PE CORRESPONDENTE AO EXERCICIO DE 2020,2020NE0000244,Dispensa por valor,0000/2020,APLICAÇÕES DIRETAS,FMSSCC PROG COMBATE COVID 19 - EFETIVOS,0000000255,ASSISTENCIA MEDICA E SANITARIA,SEM SUBELEMENTO,Assistência Hospitalar Ambulatorial,Pessoa Jurídica,2 - Estimativo,Fundo Municipal de Saúde de Santa Cruz do Capibaribe,FUNDO MUNICIPAL DE SAUDE
GESTAO TECNICA E ADMINISTRATIVA DA SECRETARIA,Despesas Correntes,00010256010412,09/03/2020,Material de Consumo,Original,Administração,Outras Despesas Correntes,VALOR QUE SE EMPENHA DESTINA SE A CUSTEAR DESPESAS COM AQUISIAAO DE PRODUTOS E MATERIAIS SUPRIMENTO INDIVIDUAL PARA SUPRIR AS NECESSIDADES DESTA SECRETARIA CONFORME EM ANEXO,2020NE0000244,Dispensa por valor,0000/2020,APLICAÇÕES DIRETAS,JOAO FELLYPE GOMES,0000000338,ADMINISTRACAO GERAL,SEM SUBELEMENTO,Administração Geral,Pessoa Física,1 - Ordinário,Prefeitura Municipal de Santa Cruz do Capibaribe,SECRETARIA DE PLANEJAMENTO E GESTAO DE PESSOAS
MANUTENCAO DO LABORATORIO E CTA,Despesas Correntes,09120282000135,02/01/2020,Material de Consumo,Original,Saúde,Outras Despesas Correntes,VALOR QUE SE EMPENHA REFERENTE AQUISIAAO DE GAS LIQUEFEITO PARA ATENDER AS NECESSIDADES DO SAMU DESTE MUNICAPIO DE SANTA CRUZ DO CAPIBARIBE PECONFORME PROCESSO LICITATORIO N 0332019 E PREGAO PRESENCIAL N 0292019 NO PERIODO ESTIMADO DE SEIS MESES,2020NE0000244,Dispensa por valor,0000/2020,APLICAÇÕES DIRETAS,COMERCIAL GÁS LIMA LTDA,0000000062,ASSISTENCIA MEDICA E SANITARIA,SEM SUBELEMENTO,Assistência Hospitalar Ambulatorial,Pessoa Jurídica,2 - Estimativo,Fundo Municipal de Saúde de Santa Cruz do Capibaribe,FUNDO MUNICIPAL DE SAUDE
MANUTENCAO DO HOSPITAL MUNICIPAL,Despesas Correntes,11196515000125,20/01/2020,Contratação por Tempo Determinado,Original,Saúde,Pessoal e Encargos Sociais,VALOR QUE SE EMPENHA REFERENTE DESPESA ESTIMADA COM FOLHA DE PAGAMENTO DOS SERVIDORES CONTRATADOS DO CTA DESTE MUNICIPIO DE SANTA CRUZ DO CAPIBARIBE PE CORRESPONDENTE AO EXERCICIO DE 2020,2020NE0000244,Dispensa por valor,0000/2020,APLICAÇÕES DIRETAS,FMSSCC PROG COMBATE COVID 19 - EFETIVOS,0000000237,ASSISTENCIA MEDICA E SANITARIA,SEM SUBELEMENTO,Assistência Hospitalar Ambulatorial,Pessoa Jurídica,2 - Estimativo,Fundo Municipal de Saúde de Santa Cruz do Capibaribe,FUNDO MUNICIPAL DE SAUDE
PROGRAMA SAUDE BUCAL,Despesas Correntes,11196515000125,20/01/2020,Contratação por Tempo Determinado,Original,Saúde,Pessoal e Encargos Sociais,VALOR QUE SE EMPENHA REFERENTE DESPESA ESTIMADA COM FOLHA DE PAGAMENTO DOS SERVIDORES CONTRATADOS PROCESSO SELETIVO DOS PSFS DESTE MUNICIPIO DE SANTA CRUZ DO CAPIBARIBE PE CORRESPONDENTE AO EXERCICIO DE 2020,2020NE0000244,Dispensa por valor,0000/2020,APLICAÇÕES DIRETAS,FMSSCC PROG COMBATE COVID 19 - EFETIVOS,0000000250,ASSISTENCIA MEDICA E SANITARIA,SEM SUBELEMENTO,Atenção Básica,Pessoa Jurídica,2 - Estimativo,Fundo Municipal de Saúde de Santa Cruz do Capibaribe,FUNDO MUNICIPAL DE SAUDE
PROGRAMA IGDSUAS,Despesas Correntes,00022444300491,02/03/2020,Diárias – Civil,Original,Assistência Social,Outras Despesas Correntes,VALOR QUE SE EMPENHA REFERE SE A LIBERAAAO DE UMA DIARIA PARA QUE O SENHOR IVANILSON FEITOSA SE DIRIJA ATA A CIDADE DO RECIFE PE PARA PARTICIPAR DA 2E REUNIAO PARA TRAAAR DESAFIOS PARA GESTAO MUNICIPAL EM PROL DO FORTALECIMENTO COLETIVO DA POLATICA LGBT EM PERNAMBUCO DURANTE O DIA 04 DE MARAO DE 2020,2020NE0000244,Dispensa por valor,0000/2020,APLICAÇÕES DIRETAS,IVANILSON FEITOSA DO NASCIMENTO,0000000278,ASSISTENCIA SOCIAL GERAL,SEM SUBELEMENTO,Assistência Comunitária,Folha de Pagamento,1 - Ordinário,Fundo Municipal de Assistência Social de Santa Cruz do Capib,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL
GESTAO TECNICA E ADMINISTRACAO DA SECRETARIA,Despesas Correntes,10921252000107,02/01/2020,Outros Serviços de Terceiros – Pessoa Jurídica,Original,Saúde,Outras Despesas Correntes,VALOR QUE SE EMPENHA REFERENTE DESPESA ESTIMADA COM PUBLICAAAO DE PROCESSO LICITATORIOS DA SECRETARIA MUNICIPAL DE SAUDE DESTE MUNICIPIO DE SANTA CRUZ DO CAPIBARIBE PE NO DIARIO OFICIAL CORRESPONDENTE AO EXERCICIO DE 2020,2020NE0000244,Dispensa por valor,0000/2020,APLICAÇÕES DIRETAS,CEPE - COMPANHIA EDITORA DE PERNAMBUCO,0000000024,ADMINISTRACAO GERAL,SEM SUBELEMENTO,Administração Geral,Pessoa Jurídica,2 - Estimativo,Fundo Municipal de Saúde de Santa Cruz do Capibaribe,FUNDO MUNICIPAL DE SAUDE
GESTAO TECNICA E ADMINISTRACAO DA SECRETARIA,Despesas Correntes,11196515000125,20/01/2020,Contratação por Tempo Determinado,Original,Saúde,Pessoal e Encargos Sociais,VALOR QUE SE EMPENHA REFERENTE DESPESA ESTIMADA COM FOLHA DE PAGAMENTO DOS SERVIDORES CONTRATADOS DA SECRETARIA MUNICIPAL DE SAUDE DESTE MUNICIPIO DE SANTA CRUZ DO CAPIBARIBE PE CORRESPONDENTE AO EXERCICIO DE 2020,2020NE0000244,Dispensa por valor,0000/2020,APLICAÇÕES DIRETAS,FMSSCC PROG COMBATE COVID 19 - EFETIVOS,0000000232,ADMINISTRACAO GERAL,SEM SUBELEMENTO,Administração Geral,Pessoa Jurídica,2 - Estimativo,Fundo Municipal de Saúde de Santa Cruz do Capibaribe,FUNDO MUNICIPAL DE SAUDE
MANUTENCAO DA POLICLINICAAMES,Despesas Correntes,11196515000125,20/01/2020,Contratação por Tempo Determinado,Original,Saúde,Pessoal e Encargos Sociais,VALOR QUE SE EMPENHA REFERENTE DESPESA ESTIMADA COM FOLHA DE PAGAMENTO DOS SERVIDORES CONTRATADOS DA UNIDADE DE PRONTO ATENDIMENTO UPA DESTE MUNICIPIO DE SANTA CRUZ DO CAPIBARIBE PE CORRESPONDENTE AO EXERCICIO DE 2020,2020NE0000244,Dispensa por valor,0000/2020,APLICAÇÕES DIRETAS,FMSSCC PROG COMBATE COVID 19 - EFETIVOS,0000000245,ASSISTENCIA MEDICA E SANITARIA,SEM SUBELEMENTO,Assistência Hospitalar Ambulatorial,Pessoa Jurídica,2 - Estimativo,Fundo Municipal de Saúde de Santa Cruz do Capibaribe,FUNDO MUNICIPAL DE SAUDE
