acao,categoria_economica,cpf_cnpj,data_empenho,elemento_despesa,especie_empenho,funcao,grupo_despesa,historico_empenho,id_empenho,licitacao_modalidade,licitacao_sequencial_modalidade,modalidade_aplicacao,nome_razao_social,num_empenho,programa,subelemento_despesa,subfuncao,tipo,tipo_empenho,unidade_jurisdicionada,unidade_orcamentaria
MANUTENÇÃO DO ENSINO FUNDAMENTAL,Despesas Correntes,00007081481400,18/07/2014,Outros Serviços de Terceiros – Pessoa Física,Original,Educação,Outras Despesas Correntes,"VALOR QUE SE EMPENHA DESTINA-SE A CUSTEAR DESPESAS COMPRESTAÇÃO DE SERVIÇOS DE INSTRUTOR DE BANDA MARCIAL DA ESCOLA MUNICIPAL JOÃO MAIA NETO, NO PERÍODO DE 28/07/2014 À 29/09/2014. EM COMEMORAÇÃO AOS DESFILES CÍVICOS DA INDEPENDÊNCIA DO BRASIL. CONFORME SOLICITAÇÃO EM ANEXO.",2014NE0001109,Sem licitação,0000/2014,APLICAÇÕES DIRETAS,MARIA IARA FERREIRA LIMA,0000001109,ENSINO REGULAR,SEM SUBELEMENTO,Ensino Fundamental,Pessoa Física,1 - Ordinário,Prefeitura Municipal de Santa Cruz do Capibaribe,SECRETARIA DE EDUCAÇÃO
MANUTENÇÃO DOS SERVIÇOS ADMINISTRATIVOS,Despesas Correntes,00000000071102,02/01/2014,Outros Serviços de Terceiros – Pessoa Jurídica,Original,Administração,Outras Despesas Correntes,VALOR QUE SE EMPENHA DESTINA-SE A CUSTEAR DESPESAS COM TARIFAS BANCÁRIAS DAS CONTAS VINCULADAS AO BANCO DO BRASIL NO EXERCÍCO DE 2014.,2014NE0001109,Sem licitação,0000/2014,APLICAÇÕES DIRETAS,BANCO DO BRASIL,0000000012,ADMINISTRAÇÃO GERAL,SEM SUBELEMENTO,Administração Geral,Pessoa Jurídica,2 - Estimativo,Prefeitura Municipal de Santa Cruz do Capibaribe,SECRETARIA DE ADMINISTRAÇÃO
CONTRUÇÃO E REFORMAS DE PRAÇAS PARQUES E JARDINS,Despesas de Capital,07940834000126,03/11/2014,Obras e Instalações,Original,Urbanismo,Investimentos,"VALOR QUE SE EMPENHA DESTINA-SE A CUSTEAR DESPESAS COM CONTRATAÇÃO DE EM´PRESA PARA EXECUÇÃO DA PRAÇA DOS ESPORTES E DA CULTURA - PAC2 - PEC 3000. CONFORME PROGRAMA ACELARAÇÃO DO CRESCIMENTO (PAC)., NESTE MUNICÍPIO, CONFORME CONTRATO EM ANEXO.",2014NE0001109,Sem licitação,0000/2014,APLICAÇÕES DIRETAS,CEDRO ENGENHARIA LTDA,0000001638,PARQUES E JARDINS,SEM SUBELEMENTO,Lazer,Pessoa Jurídica,3 - Global,Prefeitura Municipal de Santa Cruz do Capibaribe,"SECRETARIA DE PLANEJAMENTO, ORÇAMENTO E GESTÃO"
MANUTENÇÃO DO ENSINO FUNDAMENTAL,Despesas Correntes,09769035000164,29/08/2014,Outros Serviços de Terceiros – Pessoa Jurídica,Original,Educação,Outras Despesas Correntes,VALOR QUE SE EMPENHA DESTINA-SE A CUSTEAR DESPESAS COM SERVIÇOS DE ÁGUA E ESGOTO (COMPESA). PARA SUPRIR AS NECESSIDADES DESTA SECRETARIA NO EXERCÍCIO DE 2014.,2014NE0001109,Sem licitação,0000/2014,APLICAÇÕES DIRETAS,COMPESA - COMPANHIA PERNAMBUCANA DE SANEAMENTO,0000001374,ENSINO REGULAR,SEM SUBELEMENTO,Ensino Fundamental,Pessoa Jurídica,2 - Estimativo,Prefeitura Municipal de Santa Cruz do Capibaribe,SECRETARIA DE EDUCAÇÃO
MANUTENÇÃO DO ENSINO FUNDAMENTAL,Despesas Correntes,00000000000000,02/01/2014,Obrigações Patronais,Original,Educação,Pessoal e Encargos Sociais,"VALOR QUE SE EMPENHA DESTINA-SE A CUSTEAR DESPESAS COM AS OBRIGAÇÕES PATRONAIS DA EDUCAÇÃO 10%, NO EXERCÍCIO DE 2014.",2014NE0001109,Sem licitação,0000/2014,APLICAÇÕES DIRETAS,FOLHA DE PAGAMENTO (FORNECEDOR PADRÃO),0000000170,ENSINO REGULAR,SEM SUBELEMENTO,Ensino Fundamental,Pessoa Jurídica,2 - Estimativo,Prefeitura Municipal de Santa Cruz do Capibaribe,SECRETARIA DE EDUCAÇÃO
MANUTENÇÃO DOS SERVIÇOS ADMINISTRATIVOS,Despesas Correntes,60701190000104,03/11/2014,Outros Serviços de Terceiros – Pessoa Jurídica,Original,Administração,Outras Despesas Correntes,"VALOR QUE SE EMPENHA DESTINA-SE A CUSTEAR DESPESAS COM TARIFAS BANCÁRIAS DA CONTA VINCULADA AO BANCO ITAÚ, NO EXERCÍCIO DE 2014.",2014NE0001109,Sem licitação,0000/2014,APLICAÇÕES DIRETAS,BANCO ITAU SA,0000001665,ADMINISTRAÇÃO GERAL,SEM SUBELEMENTO,Administração Geral,Pessoa Jurídica,2 - Estimativo,Prefeitura Municipal de Santa Cruz do Capibaribe,SECRETARIA DE ADMINISTRAÇÃO
MANUTENÇÃO DA ILUMINAÇÃO PÚBLICA,Despesas Correntes,10835932000108,02/01/2014,Outros Serviços de Terceiros – Pessoa Jurídica,Original,Urbanismo,Outras Despesas Correntes,VALOR QUE SE EMPENHA DESTINA-SE A CUSTEAR DESPESAS COM SERVIÇOS DE ENERGIA ELÉTRICA DE VÁRIOS ÓRGÃOS LIGADOS À ESTA SECRTARIA. NO EXERCÍCIO DE 2014.,2014NE0001109,Sem licitação,0000/2014,APLICAÇÕES DIRETAS,CELPE - COMPANHIA ENERGETICA DE PERNAMBUCO,0000000014,ILUMINAÇÃO PÚBLICA,SEM SUBELEMENTO,Serviços Urbanos,Pessoa Jurídica,2 - Estimativo,Prefeitura Municipal de Santa Cruz do Capibaribe,SECRETARIA DE ADMINISTRAÇÃO
MANUTENÇÃO DO ENSINO FUNDAMENTAL 60%,Despesas Correntes,00000000000000,03/11/2014,Obrigações Patronais,Original,Educação,Pessoal e Encargos Sociais,"VALOR QUE SE EMPENHA DESTINA-SE A CUSTEAR DESPESAS COM OBRIGAÇÕES PATRONAIS DO FUNDEB 60%, REF. OUTUBRO DE 2014.",2014NE0001109,Sem licitação,0000/2014,APLICAÇÕES DIRETAS,FOLHA DE PAGAMENTO (FORNECEDOR PADRÃO),0000001645,ENSINO REGULAR,SEM SUBELEMENTO,Ensino Fundamental,Pessoa Jurídica,1 - Ordinário,Prefeitura Municipal de Santa Cruz do Capibaribe,FUNDEB
MANUTENÇÃO DO ENSINO FUNDAMENTAL,Despesas Correntes,09769035000164,29/08/2014,Outros Serviços de Terceiros – Pessoa Jurídica,Original,Educação,Outras Despesas Correntes,VALOR QUE SE EMPENHA DESTINA-SE A CUSTEAR DESPESAS COM SERVIÇOS DE ÁGUA E ESGOTO (COMPESA). PARA SUPRIR AS NECESSIDADES DESTA SECRETARIA NO EXERCÍCIO DE 2014.,2014NE0001109,Sem licitação,0000/2014,APLICAÇÕES DIRETAS,COMPESA - COMPANHIA PERNAMBUCANA DE SANEAMENTO,0000001374,ENSINO REGULAR,SEM SUBELEMENTO,Ensino Fundamental,Pessoa Jurídica,2 - Estimativo,Prefeitura Municipal de Santa Cruz do Capibaribe,SECRETARIA DE EDUCAÇÃO
MANUTENÇÃO DA UNIDADE,Despesas Correntes,09769035000164,02/01/2014,Outros Serviços de Terceiros – Pessoa Jurídica,Original,Administração,Outras Despesas Correntes,VALOR QUE SE EMPENHA DESTINA-SE A CUSTEAR DESPESAS COM SERVIÇOS DE ÁGUA E ESGOTO (COMPESA). PARA SUPRIR AS NECESSIDADES DA SECRETARIA DE PLANEJAMENTO E GESTÃO NO EXERCÍCIO DE 2014.,2014NE0001109,Sem licitação,0000/2014,APLICAÇÕES DIRETAS,COMPESA - COMPANHIA PERNAMBUCANA DE SANEAMENTO,0000000201,SUPERVISÃO E COORDENAÇÃO SUPERIOR,SEM SUBELEMENTO,Planejamento e Orçamento,Pessoa Jurídica,2 - Estimativo,Prefeitura Municipal de Santa Cruz do Capibaribe,"SECRETARIA DE PLANEJAMENTO, ORÇAMENTO E GESTÃO"
