acao,categoria_economica,cpf_cnpj,data_empenho,elemento_despesa,especie_empenho,funcao,grupo_despesa,historico_empenho,id_empenho,licitacao_modalidade,licitacao_sequencial_modalidade,modalidade_aplicacao,nome_razao_social,num_empenho,programa,subelemento_despesa,subfuncao,tipo,tipo_empenho,unidade_jurisdicionada,unidade_orcamentaria
BLOCO DE FINANCIAMENTO DA PROTECAO SOCIAL BASICA,Despesas Correntes,00007231771475,01/07/2020,Outros Serviços de Terceiros – Pessoa Física,Original,Assistência Social,Outras Despesas Correntes,VALOR QUE SE EMPENHA REFERE SE AO SERVIAO DE ATENDIMENTO DE ASSISTANCIA SOCIAL PRESTADO NO CRAS PRAAA CEU DURANTE O PERAODO DO MAS DE JULHO DE 2020,2020NE0000599,Sem licitação,0000/2020,APLICAÇÕES DIRETAS,ADELMA SANTOS DINIZ,0000000599,ASSISTENCIA SOCIAL GERAL,SEM SUBELEMENTO,Assistência Comunitária,Pessoa Física,1 - Ordinário,Fundo Municipal de Assistência Social de Santa Cruz do Capib,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL
BLOCO DE PROTECAO SOCIAL ESPECIAL DE MEDIA E ALTA COMPLEXIDADE,Despesas Correntes,00005993323442,01/07/2020,Outros Serviços de Terceiros – Pessoa Física,Original,Assistência Social,Outras Despesas Correntes,VALOR QUE SE EMPENHA REFERE SE AO SERVIAO PRESTADO DE ATENDIMENTO PSICOLAGICO ATENDENDO A DEMANDA DE PAEFI NO CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL CREAS NESTA CIDADE DURANTE O MAS DE JULHO DE 2020,2020NE0000599,Sem licitação,0000/2020,APLICAÇÕES DIRETAS,MAÍZA OLIVEIRA DE LIMA,0000000577,ASSISTENCIA SOCIAL GERAL,SEM SUBELEMENTO,Assistência Comunitária,Pessoa Física,1 - Ordinário,Fundo Municipal de Assistência Social de Santa Cruz do Capib,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL
BLOCO DE FINANCIAMENTO DA PROTECAO SOCIAL BASICA,Despesas Correntes,00011527039439,01/07/2020,Outros Serviços de Terceiros – Pessoa Física,Original,Assistência Social,Outras Despesas Correntes,VALOR QUE SE EMPENHA REFERE SE AO SERVIAO PRESTADO DE ATIVIDADES RECREATIVAS COM AS CRIANAAS E ADOLESCENTES DA CASA DE ACOLHIMENTO OFERECIDAS PELO SCFV SERVIAO DE CONVIVANCIA E FORTALECIMENTO DE VANCULOS COM CARGA HORARIA DE 19 HORAS MENSAIS DURANTE O PERAODO DE JULHO DE 2020,2020NE0000599,Sem licitação,0000/2020,APLICAÇÕES DIRETAS,CARLA RAÍSSA ARAÚJO SANTOS,0000000593,ASSISTENCIA SOCIAL GERAL,SEM SUBELEMENTO,Assistência Comunitária,Pessoa Física,1 - Ordinário,Fundo Municipal de Assistência Social de Santa Cruz do Capib,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL
PROGRAMAPRIMEIRA INFANCIA,Despesas Correntes,00012177759439,01/07/2020,Outros Serviços de Terceiros – Pessoa Física,Original,Assistência Social,Outras Despesas Correntes,VALOR QUE SE EMPENHA REFERE SE AO SERVIAO DE ORIENTADOR SOCIAL CONFORME PRECONIZA O PROGRAMA PRIMEIRA INFANCIA DESTE MUNICAPIO DURANTE O PERAODO DE JULHO DE 2020,2020NE0000599,Sem licitação,0000/2020,APLICAÇÕES DIRETAS,KAIAM GODEIA VIEIRA,0000000572,ASSISTENCIA AO MENOR,SEM SUBELEMENTO,Assistência a Criança e ao Adolescente,Pessoa Física,1 - Ordinário,Fundo Municipal de Assistência Social de Santa Cruz do Capib,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL
PROGRAMA BOLSA FAMILIAIGD,Despesas Correntes,00071022403419,01/07/2020,Outros Serviços de Terceiros – Pessoa Física,Original,Assistência Social,Outras Despesas Correntes,VALOR QUE SE EMPENHA REFERE SE AO SERVIAO PRESTADO DE SUPERVISORA DO CADSIBEC JUNTO AO PROGRAMA BOLSA FAMALIA DESTE MUNICAPIO DURANTE O PERAODO DE JULHO DE 2020,2020NE0000599,Sem licitação,0000/2020,APLICAÇÕES DIRETAS,THAMYRES SORAYA DE LIRA SILVA,0000000588,ASSISTENCIA SOCIAL GERAL,SEM SUBELEMENTO,Assistência Comunitária,Pessoa Física,1 - Ordinário,Fundo Municipal de Assistência Social de Santa Cruz do Capib,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL
MANUTENCAO DOS SERVICOS DE SAUDEATENCAO BASICA,Despesas Correntes,34525968000153,15/05/2020,Outros Serviços de Terceiros – Pessoa Jurídica,Original,Saúde,Outras Despesas Correntes,VALOR QUE SE EMPENHA REFERENTE PRESTAAAO DE SERVIAOS NA CONFECAAO DE PLACAS DE COMUNICAAAO PLACAS DE IDENTIFICAAAO ADESIVOS DE PAREDE E PLACAS DE INAUGURAAAO COM FORNECIMENTO DE TODOS OS MATERIAIS E MAO DE OBRA NECESSARIA PARA A REALIZAAAO DE SERVIAOS PARA ATENDER AS NECESSIDADES DAS UNIDADES DE SAUDE PERTENCENTES A ATENAAO BASICA DESTE MUNICIPIO DE SANTA CRUZ DO CAPIBARIBE PE CONFORME CONTRATO PROCESSO LICITATORIO N 0442019 E PREGAO PRESENCIAL N 0192019,2020NE0000599,Sem licitação,0000/2020,APLICAÇÕES DIRETAS,MARIANA GOMES FERREIRA,0000000887,ASSISTENCIA MEDICA E SANITARIA,SEM SUBELEMENTO,Atenção Básica,Pessoa Jurídica,1 - Ordinário,Fundo Municipal de Saúde de Santa Cruz do Capibaribe,FUNDO MUNICIPAL DE SAUDE
MANUTENCAO DO CENTRO DE ATENCAO PSICOSSOCIALCAPS,Despesas Correntes,08667233000154,21/01/2020,Material de Consumo,Original,Saúde,Outras Despesas Correntes,VALOR QUE SE EMPENHA REFERENTE AQUISIAAO DE MATERIAL MEDICO LIVRE CONCORRENCIA PARA ATENDER AS NECESSIDADES DO HOSPITAL MUNICIPAL DESTE MUNICIPIO DE SANTA CRUZ DO CAPIBARIBE PE CONFORME PROCESSO LICITATORIO N 0412019 E PREGAO PRESENCIAL N 0362019 NO PERIODO ESTIMADO DE SEIS MESES,2020NE0000599,Dispensa por valor,0000/2020,APLICAÇÕES DIRETAS,MULTIMED DISTRIBUIDORA DE EQUIPAMENTOS HOSPITALAR LTDA,0000000287,ASSISTENCIA MEDICA E SANITARIA,SEM SUBELEMENTO,Assistência Hospitalar Ambulatorial,Pessoa Jurídica,2 - Estimativo,Fundo Municipal de Saúde de Santa Cruz do Capibaribe,FUNDO MUNICIPAL DE SAUDE
PROGRAMA BOLSA FAMILIAIGD,Despesas Correntes,00012801548456,01/07/2020,Outros Serviços de Terceiros – Pessoa Física,Original,Assistência Social,Outras Despesas Correntes,VALOR QUE SE EMPENHA REFERE SE AO SERVIAO PRESTADO DE ENTREVISTADOR SOCIAL JUNTO AO PROGRAMA BOLSA FAMALIA DESTE MUNICAPIO DURANTE O PERAODO DE JULHO DE 2020,2020NE0000599,Sem licitação,0000/2020,APLICAÇÕES DIRETAS,JOAO VICTOR VIEIRA PAIXAO,0000000583,ASSISTENCIA SOCIAL GERAL,SEM SUBELEMENTO,Assistência Comunitária,Pessoa Física,1 - Ordinário,Fundo Municipal de Assistência Social de Santa Cruz do Capib,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL
BLOCO DE FINANCIAMENTO DA PROTECAO SOCIAL BASICA,Despesas Correntes,00005772649400,01/07/2020,Outros Serviços de Terceiros – Pessoa Física,Original,Assistência Social,Outras Despesas Correntes,VALOR QUE SE EMPENHA REFERE SE AO SERVIAO DE ATENDIMENTO DE ASSISTANCIA SOCIAL PRESTADO JUNTO AS FAMALIAS REFERENCIADAS PELO CRAS CENTRO DE REFERANCIA EM ASSISTANCIA SOCIAL DURANTE O PERAODO DE JULHO DE 2020,2020NE0000599,Sem licitação,0000/2020,APLICAÇÕES DIRETAS,ACIONEIDE PINHEIRO DA COSTA,0000000600,ASSISTENCIA SOCIAL GERAL,SEM SUBELEMENTO,Assistência Comunitária,Pessoa Física,1 - Ordinário,Fundo Municipal de Assistência Social de Santa Cruz do Capib,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL
BLOCO DE PROTECAO SOCIAL ESPECIAL DE MEDIA E ALTA COMPLEXIDADE,Despesas Correntes,00003653876494,01/07/2020,Outros Serviços de Terceiros – Pessoa Física,Original,Assistência Social,Outras Despesas Correntes,VALOR QUE SE EMPENHA REFERE SE AO SERVIAO PRESTADO DE ASSISTENTE SOCIAL JUNTO AO CREAS DESTE MUNICAPIO PARA ATENDER AS DEMANDAS DO PAEFI DURANTE O PERAODO DO MAS DE JULHO DE 2020,2020NE0000599,Sem licitação,0000/2020,APLICAÇÕES DIRETAS,ELIDA FERNANDA DE ALCANTARA,0000000578,ASSISTENCIA SOCIAL GERAL,SEM SUBELEMENTO,Assistência Comunitária,Pessoa Física,1 - Ordinário,Fundo Municipal de Assistência Social de Santa Cruz do Capib,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL
