acao,categoria_economica,cpf_cnpj,data_empenho,elemento_despesa,especie_empenho,funcao,grupo_despesa,historico_empenho,id_empenho,licitacao_modalidade,licitacao_sequencial_modalidade,modalidade_aplicacao,nome_razao_social,num_empenho,programa,subelemento_despesa,subfuncao,tipo,tipo_empenho,unidade_jurisdicionada,unidade_orcamentaria
CENTRO DE REFERENCIA DE ASSISTÊNCIA SOCIAL-CRAS,Despesas Correntes,00004276938457,01/04/2015,Outros Serviços de Terceiros – Pessoa Física,Original,Assistência Social,Outras Despesas Correntes,"VALOR QUE SE EMPENHA REFERE-SE A PRESTAR O SERVIÇO SOCIAL, JUNTO AS FAMÍLIAS REFERENCIADAS PELO CRAS, DURANTE O MES DE ABRIL DE 2015.",2015NE0000406,Sem licitação,0000/2015,APLICAÇÕES DIRETAS,COSMANA TAVARES N DE ARRUDA,0000000406,ASSISTÊNCIA SOCIAL GERAL,SEM SUBELEMENTO,Assistência Comunitária,Pessoa Física,1 - Ordinário,Fundo Municipal de Assistência Social de Santa Cruz do Capib,FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL
MANUTENÇÃO DA CASA DE PASSAGEM,Despesas Correntes,00004723199497,01/04/2015,Outros Serviços de Terceiros – Pessoa Física,Original,Assistência Social,Outras Despesas Correntes,"VALOR QUE SE EMPENHA REFERE-SE AO SERVIÇO PRESTADO DE ACOMPANHAMENTO AS FAMÍLIAS DAS CRIANÇAS ACOLHIDAS NA CASA DE ACOLHIMENTO MARISTELA MONTEIRO, NESTA CIDADE, DURANTE O MES DE ABRIL DE 2015.",2015NE0000406,Sem licitação,0000/2015,APLICAÇÕES DIRETAS,IZABELA FERREIRA DE ARAUJO,0000000455,ASSISTÊNCIA SOCIAL GERAL,SEM SUBELEMENTO,Assistência Comunitária,Pessoa Física,1 - Ordinário,Fundo Municipal de Assistência Social de Santa Cruz do Capib,FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL
PROGRAMA BOLSA FAMÍLIA-IGD,Despesas Correntes,00006603322480,01/04/2015,Outros Serviços de Terceiros – Pessoa Física,Original,Assistência Social,Outras Despesas Correntes,"VALOR QUE SE EMPENHA REFERE-SE AO SERVIÇO PRESTADO DE DIGITADORA JUNTO AO PROGRAMA BOLSA FAMILIA DESTE MUNICIPIO, DURANTE O MES DE ABRIL DE 2015.",2015NE0000406,Sem licitação,0000/2015,APLICAÇÕES DIRETAS,ELAYNE XAVIER SILVESTRE BERNARDO,0000000417,ASSISTÊNCIA SOCIAL GERAL,SEM SUBELEMENTO,Assistência Comunitária,Pessoa Física,1 - Ordinário,Fundo Municipal de Assistência Social de Santa Cruz do Capib,FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL
GESTÃO TÉCNICA E ADMINISTRATIVA DO FUNDECA,Despesas Correntes,00009185559490,28/04/2015,Diárias – Civil,Original,Assistência Social,Outras Despesas Correntes,REFERENTE A UMA DIÁRIA PARA A CIDADE DO RECIFE PARA PARTICIPAR DA REUNIÃO SOBRE O SELO UNICEF.,2015NE0000406,Sem licitação,0000/2015,APLICAÇÕES DIRETAS,JULIO CESAR ALEXANDRE DE LIMA,0000000033,ASSISTÊNCIA AO MENOR,SEM SUBELEMENTO,Assistência a Criança e ao Adolescente,Pessoa Física,1 - Ordinário,,FUNDO MUNICIPAL DO DIREITO DA CRIANÇA E ADOLESCENT
PROGRAMA BOLSA FAMÍLIA-IGD,Despesas Correntes,00008615018456,01/04/2015,Outros Serviços de Terceiros – Pessoa Física,Original,Assistência Social,Outras Despesas Correntes,"VALOR QUE SE EMPENHA REFERE-SE AO SERVIÇO PRESTADO DE SUPERVISOR DE CAMPO JUNTO AO PROGRAMA BOLSA FAMILIA DESTE MUNICIPIO, DURANTE O MES DE ABRIL DE 2015.",2015NE0000406,Sem licitação,0000/2015,APLICAÇÕES DIRETAS,RAFAEL ALEIXO DE LIMA,0000000412,ASSISTÊNCIA SOCIAL GERAL,SEM SUBELEMENTO,Assistência Comunitária,Pessoa Física,1 - Ordinário,Fundo Municipal de Assistência Social de Santa Cruz do Capib,FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL
PROGRAMA DE ALIMENTAÇÃO ESCOLAR,Despesas Correntes,17327548000143,04/03/2015,Material de Consumo,Original,Educação,Outras Despesas Correntes,VALOR QUE SE EMPENHA DESTINA-SE A CUSTEAR DESPESAS COM FORNECIMENTO PARCELADO DE GÊNEROS ALIMENTÍCIOS DESTINADOS À SECRETARIA DE EDUCAÇÃO. CONTRATO COM PRAZO ATÉ 31/12/2015. CONFORME CONTRATO EM ANEXO.,2015NE0000406,Pregão Presencial,0001/2015,APLICAÇÕES DIRETAS,WJR COMERCIAL LTDA ME,0000000705,ENSINO REGULAR,SEM SUBELEMENTO,368,Pessoa Jurídica,2 - Estimativo,Prefeitura Municipal de Santa Cruz do Capibaribe,SECRETARIA DE EDUCAÇÃO
CENTRO DE REFERENCIA DE ASSISTÊNCIA SOCIAL-CRAS,Despesas Correntes,00003476941442,01/04/2015,Outros Serviços de Terceiros – Pessoa Física,Original,Assistência Social,Outras Despesas Correntes,"VALOR QUE SE EMPENHA REFERE-SE A PRESTA SERVIÇO JURIDICO JUNTO AO CRAS-CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL, DURANTE O MES DE ABRIL DE 2015.",2015NE0000406,Sem licitação,0000/2015,APLICAÇÕES DIRETAS,JOSE MARCELO DA SILVA,0000000407,ASSISTÊNCIA SOCIAL GERAL,SEM SUBELEMENTO,Assistência Comunitária,Pessoa Física,1 - Ordinário,Fundo Municipal de Assistência Social de Santa Cruz do Capib,FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL
MANUTENÇÃO DA CASA DE PASSAGEM,Despesas Correntes,00008541750400,01/04/2015,Outros Serviços de Terceiros – Pessoa Física,Original,Assistência Social,Outras Despesas Correntes,"VALOR QUE SE EMPENHA REFERE-SE AO SERVIÇO PRESTADO DE REVISÃO JURIDICA DA CASA DE ACOLHIMENTO MARISTELA MONTEIRO, NESTA CIDADE, DURANTE O MES DE ABRIL DE 2015.",2015NE0000406,Sem licitação,0000/2015,APLICAÇÕES DIRETAS,TAMIRES DAS NEVES BARBOZA,0000000456,ASSISTÊNCIA SOCIAL GERAL,SEM SUBELEMENTO,Assistência Comunitária,Pessoa Física,1 - Ordinário,Fundo Municipal de Assistência Social de Santa Cruz do Capib,FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL
PROGRAMA BOLSA FAMÍLIA-IGD,Despesas Correntes,00010205132413,01/04/2015,Outros Serviços de Terceiros – Pessoa Física,Original,Assistência Social,Outras Despesas Correntes,"VALOR QUE SE EMPENHA REFERE-SE AO SERVIÇO PRESTADO DE DIGITADORA JUNTO AO PROGRAMA BOLSA FAMILIA DESTE MUNICIPIO, DURANTE O MES DE ABRIL DE 2015.",2015NE0000406,Sem licitação,0000/2015,APLICAÇÕES DIRETAS,HELIS RAVELLY SILVA LIMA,0000000418,ASSISTÊNCIA SOCIAL GERAL,SEM SUBELEMENTO,Assistência Comunitária,Pessoa Física,1 - Ordinário,Fundo Municipal de Assistência Social de Santa Cruz do Capib,FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL
MANUTENÇÃO DO ENSINO FUNDAMENTAL,Despesas Correntes,13328542000130,02/01/2015,Outros Serviços de Terceiros – Pessoa Jurídica,Original,Educação,Outras Despesas Correntes,"VALOR QUE SE EMPENHA DESTINA-SE A CUSTEAR DESPESAS COM LOCAÇÃO DE EQUIPAMENTOS/VEÍCULOS, PARA SUPRIR AS NECESSIDADES DA SECRETARIA DE EDUCAÇÃO. COM PRAZO ATÉ 12/12/2015, CONFORME 1º ADITIVO EM ANEXO.",2015NE0000406,Pregão Presencial,0027/2013,APLICAÇÕES DIRETAS,DESTAQUE LOCADORA DE VEÍCULOS LTDA,0000000134,ENSINO REGULAR,SEM SUBELEMENTO,Ensino Fundamental,Pessoa Jurídica,2 - Estimativo,Prefeitura Municipal de Santa Cruz do Capibaribe,SECRETARIA DE EDUCAÇÃO
